t, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, x10, y10, x11, y11, x12, y12, x13, y13, x14, y14, x15, y15, x16, y16, x17, y17, x18, y18, x19, y19, x20, y20, x21, y21, x22, y22, x23, y23, x24, y24, x25, y25, x26, y26, x27, y27, x28, y28, x29, y29, x30, y30, x31, y31, x32, y32, x33, y33, x34, y34, x35, y35, x36, y36, x37, y37, x38, y38, x39, y39, x40, y40, x41, y41, x42, y42, x43, y43, x44, y44, x45, y45, x46, y46, x47, y47, x48, y48, x49, y49, x50, y50, 
43, -8.974991, -4.821296, 4.083953, 3.409343, -4.861637, 4.782941, -6.545405, 5.208711, -1.677688, -3.065845, 6.933703, 0.967248, -5.803033, -3.896823, 1.433415, -9.487647, 6.736808, -5.924832, 0.767517, -9.362187, 7.617106, 3.007876, -9.244798, 0.420574, 0.667439, -13.729164, 3.305152, 7.778658, 0.562624, -1.160375, 5.197855, -8.265873, 12.596369, -11.640181, -2.568208, 1.639918, 2.077968, 2.296550, 2.538404, -6.538106, -8.794374, -4.787158, -5.116428, -12.821901, 11.683100, -0.896731, 10.050737, 1.374105, 5.115172, -2.434334, -8.605789, 3.158702, -4.766606, 3.349574, -12.198169, 5.272740, 6.078939, 1.755505, 14.543913, -8.092487, -7.270334, -2.437393, 4.001668, 6.086961, 2.567836, 0.006411, -0.851592, -2.180314, -5.836459, -6.920669, 4.140473, -5.014704, -6.296463, 6.580956, 4.584598, 4.400310, 3.272062, 8.252792, 3.581454, -9.825335, -5.760410, -3.975765, -6.325377, -2.623920, 10.032209, -3.446843, 3.876708, -10.242317, 12.907637, 5.832967, -3.482320, -10.656379, -9.399441, 2.791211, 7.670477, 6.958716, -3.018124, 5.712947, -8.091215, 10.940456, 
44, -9.165269, -4.965438, 4.156721, 3.533689, -5.072645, 4.912964, -6.741902, 5.311035, -1.621014, -3.037953, 7.000465, 0.935161, -5.873452, -3.997153, 1.375784, -9.708540, 6.782164, -6.007602, 0.705000, -9.468251, 7.756968, 3.008017, -9.411523, 0.432149, 0.704877, -13.940221, 3.396309, 8.023438, 0.467209, -1.102156, 5.285502, -8.414920, 12.842059, -11.808820, -2.583262, 1.625623, 2.228254, 2.405296, 2.661137, -6.748923, -8.941532, -4.998224, -5.177035, -13.019281, 11.916581, -0.834447, 10.255561, 1.423872, 5.227011, -2.450225, -8.766744, 3.278809, -4.802323, 3.425216, -12.426605, 5.296658, 6.169511, 1.800006, 14.768536, -8.192390, -7.439305, -2.609044, 4.026318, 6.225556, 2.717246, 0.050243, -0.775462, -2.189176, -5.994721, -7.058510, 4.191118, -5.247417, -6.537767, 6.718669, 4.767624, 4.585504, 3.400992, 8.450496, 3.761300, -10.013147, -5.779122, -4.018686, -6.502491, -2.584119, 10.172304, -3.466972, 3.916500, -10.455256, 13.097319, 5.963764, -3.607805, -10.822582, -9.618151, 2.942852, 7.880588, 7.036369, -2.998960, 5.879012, -8.167136, 11.088511, 
45, -9.355547, -5.109580, 4.229488, 3.658034, -5.283652, 5.042987, -6.938399, 5.413358, -1.564340, -3.010060, 7.067227, 0.903074, -5.943871, -4.097483, 1.318153, -9.929433, 6.827520, -6.090371, 0.642484, -9.574316, 7.896830, 3.008159, -9.578248, 0.443724, 0.742316, -14.151278, 3.487467, 8.268218, 0.371793, -1.043938, 5.373149, -8.563968, 13.087750, -11.977458, -2.598315, 1.611327, 2.378539, 2.514041, 2.783870, -6.959739, -9.088690, -5.209290, -5.237642, -13.216661, 12.150062, -0.772164, 10.460385, 1.473639, 5.338851, -2.466115, -8.927699, 3.398915, -4.838040, 3.500858, -12.655041, 5.320577, 6.260083, 1.844508, 14.993159, -8.292293, -7.608276, -2.780695, 4.050967, 6.364151, 2.866656, 0.094076, -0.699331, -2.198039, -6.152984, -7.196352, 4.241763, -5.480130, -6.779071, 6.856381, 4.950650, 4.770697, 3.529922, 8.648200, 3.941146, -10.200960, -5.797835, -4.061606, -6.679604, -2.544318, 10.312400, -3.487102, 3.956291, -10.668195, 13.287002, 6.094561, -3.733289, -10.988785, -9.836861, 3.094493, 8.090700, 7.114021, -2.979796, 6.045077, -8.243057, 11.236566, 
46, -9.545824, -5.253722, 4.302256, 3.782379, -5.494660, 5.173010, -7.134895, 5.515682, -1.507665, -2.982168, 7.133988, 0.870987, -6.014289, -4.197814, 1.260523, -10.150326, 6.872876, -6.173140, 0.579967, -9.680380, 8.036692, 3.008300, -9.744972, 0.455298, 0.779755, -14.362334, 3.578624, 8.512998, 0.276378, -0.985720, 5.460796, -8.713016, 13.333440, -12.146096, -2.613369, 1.597032, 2.528825, 2.622787, 2.906603, -7.170556, -9.235848, -5.420355, -5.298249, -13.414042, 12.383544, -0.709880, 10.665208, 1.523406, 5.450690, -2.482006, -9.088654, 3.519021, -4.873756, 3.576501, -12.883477, 5.344495, 6.350655, 1.889009, 15.217782, -8.392196, -7.777247, -2.952346, 4.075617, 6.502746, 3.016066, 0.137908, -0.623201, -2.206902, -6.311247, -7.334193, 4.292408, -5.712843, -7.020375, 6.994094, 5.133676, 4.955891, 3.658852, 8.845905, 4.120993, -10.388772, -5.816548, -4.104527, -6.856717, -2.504518, 10.452495, -3.507231, 3.996082, -10.881134, 13.476684, 6.225358, -3.858774, -11.154988, -10.055571, 3.246134, 8.300811, 7.191674, -2.960633, 6.211142, -8.318978, 11.384622, 
47, -9.736102, -5.397864, 4.375023, 3.906724, -5.705668, 5.303033, -7.331392, 5.618005, -1.450991, -2.954276, 7.200750, 0.838901, -6.084708, -4.298144, 1.202892, -10.371220, 6.918232, -6.255909, 0.517451, -9.786445, 8.176554, 3.008442, -9.911697, 0.466873, 0.817194, -14.573391, 3.669781, 8.757778, 0.180962, -0.927502, 5.548443, -8.862063, 13.579131, -12.314734, -2.628422, 1.582737, 2.679110, 2.731532, 3.029336, -7.381372, -9.383007, -5.631421, -5.358855, -13.611422, 12.617025, -0.647596, 10.870032, 1.573173, 5.562529, -2.497897, -9.249609, 3.639127, -4.909473, 3.652143, -13.111912, 5.368414, 6.441227, 1.933511, 15.442405, -8.492099, -7.946218, -3.123997, 4.100267, 6.641341, 3.165476, 0.181741, -0.547070, -2.215765, -6.469510, -7.472035, 4.343053, -5.945555, -7.261679, 7.131806, 5.316702, 5.141084, 3.787783, 9.043608, 4.300839, -10.576584, -5.835260, -4.147448, -7.033831, -2.464717, 10.592591, -3.527360, 4.035874, -11.094073, 13.666366, 6.356154, -3.984259, -11.321191, -10.274281, 3.397775, 8.510923, 7.269326, -2.941469, 6.377207, -8.394899, 11.532677, 
48, -9.926380, -5.542006, 4.447790, 4.031070, -5.916676, 5.433056, -7.527889, 5.720329, -1.394317, -2.926383, 7.267512, 0.806814, -6.155126, -4.398475, 1.145261, -10.592113, 6.963588, -6.338679, 0.454934, -9.892509, 8.316416, 3.008584, -10.078422, 0.478447, 0.854633, -14.784447, 3.760939, 9.002558, 0.085547, -0.869283, 5.636090, -9.011111, 13.824821, -12.483372, -2.643476, 1.568442, 2.829396, 2.840277, 3.152069, -7.592189, -9.530165, -5.842487, -5.419462, -13.808802, 12.850506, -0.585313, 11.074856, 1.622941, 5.674369, -2.513788, -9.410564, 3.759233, -4.945190, 3.727785, -13.340348, 5.392333, 6.531799, 1.978012, 15.667028, -8.592001, -8.115188, -3.295648, 4.124917, 6.779935, 3.314885, 0.225573, -0.470940, -2.224627, -6.627773, -7.609876, 4.393698, -6.178268, -7.502983, 7.269519, 5.499728, 5.326278, 3.916713, 9.241311, 4.480686, -10.764397, -5.853973, -4.190369, -7.210944, -2.424916, 10.732686, -3.547489, 4.075665, -11.307012, 13.856049, 6.486951, -4.109743, -11.487394, -10.492991, 3.549416, 8.721034, 7.346979, -2.922305, 6.543272, -8.470820, 11.680732, 
49, -10.116657, -5.686148, 4.520558, 4.155415, -6.127684, 5.563079, -7.724386, 5.822652, -1.337643, -2.898491, 7.334274, 0.774727, -6.225544, -4.498805, 1.087630, -10.813006, 7.008944, -6.421448, 0.392418, -9.998574, 8.456278, 3.008725, -10.245147, 0.490022, 0.892072, -14.995504, 3.852096, 9.247339, -0.009869, -0.811065, 5.723738, -9.160159, 14.070512, -12.652010, -2.658529, 1.554146, 2.979682, 2.949023, 3.274802, -7.803005, -9.677323, -6.053552, -5.480069, -14.006182, 13.083988, -0.523029, 11.279680, 1.672708, 5.786208, -2.529679, -9.571519, 3.879339, -4.980907, 3.803428, -13.568784, 5.416251, 6.622371, 2.022513, 15.891651, -8.691904, -8.284159, -3.467298, 4.149567, 6.918530, 3.464295, 0.269406, -0.394810, -2.233490, -6.786036, -7.747718, 4.444344, -6.410981, -7.744287, 7.407232, 5.682754, 5.511471, 4.045642, 9.439011, 4.660532, -10.952209, -5.872686, -4.233289, -7.388057, -2.385115, 10.872781, -3.567619, 4.115457, -11.519951, 14.045731, 6.617748, -4.235228, -11.653597, -10.711701, 3.701057, 8.931146, 7.424631, -2.903142, 6.709337, -8.546741, 11.828787, 
50, -10.306935, -5.830290, 4.593325, 4.279760, -6.338691, 5.693102, -7.920882, 5.924976, -1.280968, -2.870599, 7.401036, 0.742640, -6.295962, -4.599136, 1.029999, -11.033899, 7.054300, -6.504217, 0.329901, -10.104638, 8.596140, 3.008867, -10.411871, 0.501597, 0.929511, -15.206561, 3.943253, 9.492119, -0.105284, -0.752847, 5.811385, -9.309206, 14.316202, -12.820649, -2.673583, 1.539851, 3.129967, 3.057768, 3.397535, -8.013822, -9.824481, -6.264618, -5.540676, -14.203562, 13.317469, -0.460745, 11.484504, 1.722475, 5.898047, -2.545570, -9.732474, 3.999445, -5.016624, 3.879070, -13.797220, 5.440170, 6.712942, 2.067015, 16.116274, -8.791807, -8.453130, -3.638949, 4.174217, 7.057125, 3.613705, 0.313239, -0.318679, -2.242353, -6.944299, -7.885560, 4.494989, -6.643694, -7.985591, 7.544944, 5.865780, 5.696665, 4.174569, 9.636711, 4.840379, -11.140022, -5.891399, -4.276210, -7.565171, -2.345314, 11.012877, -3.587748, 4.155248, -11.732890, 14.235414, 6.748545, -4.360712, -11.819800, -10.930411, 3.852697, 9.141257, 7.502283, -2.883978, 6.875402, -8.622662, 11.976842, 
51, -10.497212, -5.974432, 4.666092, 4.404105, -6.549699, 5.823125, -8.117379, 6.027299, -1.224294, -2.842706, 7.467797, 0.710553, -6.366380, -4.699466, 0.972369, -11.254792, 7.099656, -6.586986, 0.267385, -10.210703, 8.736002, 3.009009, -10.578596, 0.513171, 0.966949, -15.417617, 4.034411, 9.736899, -0.200700, -0.694629, 5.899032, -9.458254, 14.561893, -12.989287, -2.688636, 1.525556, 3.280253, 3.166514, 3.520268, -8.224638, -9.971640, -6.475684, -5.601283, -14.400942, 13.550950, -0.398461, 11.689328, 1.772242, 6.009887, -2.561461, -9.893429, 4.119551, -5.052341, 3.954713, -14.025655, 5.464088, 6.803514, 2.111516, 16.340897, -8.891710, -8.622101, -3.810600, 4.198867, 7.195720, 3.763115, 0.357071, -0.242549, -2.251216, -7.102562, -8.023401, 4.545634, -6.876407, -8.226895, 7.682657, 6.048806, 5.881858, 4.303495, 9.834412, 5.020225, -11.327834, -5.910111, -4.319131, -7.742284, -2.305513, 11.152972, -3.607877, 4.195040, -11.945829, 14.425096, 6.879341, -4.486197, -11.986003, -11.149122, 4.004338, 9.351369, 7.579936, -2.864814, 7.041466, -8.698583, 12.124897, 
52, -10.687490, -6.118573, 4.738860, 4.528451, -6.760707, 5.953148, -8.313876, 6.129623, -1.167620, -2.814814, 7.534559, 0.678466, -6.436798, -4.799796, 0.914738, -11.475685, 7.145012, -6.669756, 0.204868, -10.316768, 8.875864, 3.009150, -10.745321, 0.524746, 1.004388, -15.628674, 4.125568, 9.981680, -0.296115, -0.636411, 5.986679, -9.607301, 14.807583, -13.157925, -2.703690, 1.511261, 3.430538, 3.275259, 3.643000, -8.435455, -10.118798, -6.686750, -5.661890, -14.598322, 13.784431, -0.336178, 11.894152, 1.822009, 6.121726, -2.577352, -10.054383, 4.239657, -5.088058, 4.030355, -14.254091, 5.488007, 6.894086, 2.156017, 16.565520, -8.991613, -8.791072, -3.982251, 4.223516, 7.334315, 3.912524, 0.400904, -0.166418, -2.260078, -7.260825, -8.161243, 4.596279, -7.109120, -8.468199, 7.820369, 6.231832, 6.067052, 4.432421, 10.032112, 5.200072, -11.515646, -5.928824, -4.362052, -7.919397, -2.265713, 11.293067, -3.628006, 4.234831, -12.158768, 14.614778, 7.010138, -4.611681, -12.152205, -11.367832, 4.155979, 9.561480, 7.657588, -2.845651, 7.207531, -8.774504, 12.272952, 
53, -10.877767, -6.262715, 4.811627, 4.652796, -6.971715, 6.083171, -8.510372, 6.231946, -1.110946, -2.786922, 7.601321, 0.646379, -6.507215, -4.900127, 0.857107, -11.696578, 7.190368, -6.752525, 0.142352, -10.422832, 9.015726, 3.009292, -10.912046, 0.536320, 1.041827, -15.839730, 4.216726, 10.226460, -0.391531, -0.578192, 6.074326, -9.756349, 15.053274, -13.326563, -2.718743, 1.496965, 3.580824, 3.384004, 3.765733, -8.646271, -10.265956, -6.897815, -5.722496, -14.795703, 14.017913, -0.273894, 12.098976, 1.871776, 6.233566, -2.593243, -10.215338, 4.359763, -5.123775, 4.105997, -14.482527, 5.511925, 6.984658, 2.200519, 16.790143, -9.091515, -8.960043, -4.153902, 4.248166, 7.472909, 4.061934, 0.444736, -0.090288, -2.268941, -7.419087, -8.299084, 4.646924, -7.341832, -8.709503, 7.958082, 6.414858, 6.252245, 4.561347, 10.229813, 5.379918, -11.703459, -5.947537, -4.404972, -8.096511, -2.225912, 11.433163, -3.648136, 4.274622, -12.371706, 14.804461, 7.140935, -4.737166, -12.318408, -11.586542, 4.307620, 9.771592, 7.735241, -2.826487, 7.373596, -8.850425, 12.421007, 
54, -11.068045, -6.406857, 4.884395, 4.777141, -7.182723, 6.213194, -8.706869, 6.334270, -1.054271, -2.759029, 7.668083, 0.614292, -6.577633, -5.000457, 0.799476, -11.917472, 7.235724, -6.835294, 0.079835, -10.528897, 9.155588, 3.009434, -11.078770, 0.547895, 1.079266, -16.050787, 4.307884, 10.471241, -0.486946, -0.519974, 6.161973, -9.905397, 15.298964, -13.495201, -2.733797, 1.482670, 3.731110, 3.492750, 3.888466, -8.857088, -10.413115, -7.108881, -5.783103, -14.993083, 14.251394, -0.211610, 12.303799, 1.921544, 6.345405, -2.609134, -10.376293, 4.479869, -5.159492, 4.181640, -14.710963, 5.535844, 7.075230, 2.245020, 17.014766, -9.191418, -9.129014, -4.325552, 4.272816, 7.611504, 4.211344, 0.488569, -0.014158, -2.277804, -7.577350, -8.436926, 4.697569, -7.574545, -8.950807, 8.095794, 6.597884, 6.437439, 4.690273, 10.427514, 5.559765, -11.891271, -5.966250, -4.447893, -8.273624, -2.186111, 11.573258, -3.668265, 4.314414, -12.584645, 14.994143, 7.271732, -4.862650, -12.484611, -11.805252, 4.459261, 9.981703, 7.812893, -2.807324, 7.539661, -8.926346, 12.569062, 
55, -11.258322, -6.550999, 4.957162, 4.901486, -7.393731, 6.343218, -8.903366, 6.436593, -0.997597, -2.731137, 7.734845, 0.582205, -6.648051, -5.100787, 0.741845, -12.138365, 7.281080, -6.918063, 0.017319, -10.634961, 9.295450, 3.009575, -11.245495, 0.559470, 1.116705, -16.261844, 4.399042, 10.716021, -0.582362, -0.461756, 6.249620, -10.054444, 15.544655, -13.663839, -2.748850, 1.468375, 3.881395, 3.601495, 4.011199, -9.067904, -10.560273, -7.319947, -5.843710, -15.190463, 14.484875, -0.149326, 12.508623, 1.971311, 6.457244, -2.625025, -10.537248, 4.599975, -5.195209, 4.257282, -14.939398, 5.559762, 7.165802, 2.289521, 17.239389, -9.291321, -9.297985, -4.497203, 4.297466, 7.750099, 4.360754, 0.532401, 0.061973, -2.286667, -7.735613, -8.574767, 4.748214, -7.807258, -9.192111, 8.233507, 6.780910, 6.622632, 4.819199, 10.625215, 5.739611, -12.079084, -5.984963, -4.490814, -8.450737, -2.146310, 11.713353, -3.688394, 4.354205, -12.797584, 15.183825, 7.402528, -4.988135, -12.650814, -12.023962, 4.610902, 10.191815, 7.890546, -2.788160, 7.705726, -9.002267, 12.717117, 
56, -11.448600, -6.695141, 5.029929, 5.025832, -7.604738, 6.473241, -9.099863, 6.538917, -0.940923, -2.703245, 7.801606, 0.550118, -6.718469, -5.201118, 0.684215, -12.359258, 7.326436, -7.000833, -0.045198, -10.741026, 9.435312, 3.009717, -11.412220, 0.571044, 1.154144, -16.472900, 4.490200, 10.960802, -0.677777, -0.403538, 6.337267, -10.203492, 15.790345, -13.832478, -2.763904, 1.454080, 4.031681, 3.710241, 4.133932, -9.278721, -10.707431, -7.531012, -5.904317, -15.387843, 14.718356, -0.087043, 12.713447, 2.021078, 6.569084, -2.640916, -10.698203, 4.720082, -5.230926, 4.332925, -15.167834, 5.583681, 7.256374, 2.334023, 17.464012, -9.391224, -9.466956, -4.668854, 4.322116, 7.888694, 4.510163, 0.576234, 0.138103, -2.295529, -7.893876, -8.712609, 4.798859, -8.039971, -9.433415, 8.371219, 6.963935, 6.807826, 4.948125, 10.822916, 5.919457, -12.266896, -6.003675, -4.533735, -8.627850, -2.106509, 11.853449, -3.708523, 4.393997, -13.010523, 15.373508, 7.533325, -5.113619, -12.817017, -12.242672, 4.762542, 10.401926, 7.968198, -2.768996, 7.871791, -9.078188, 12.865173, 
57, -11.638877, -6.839283, 5.102697, 5.150177, -7.815746, 6.603264, -9.296359, 6.641240, -0.884249, -2.675352, 7.868368, 0.518031, -6.788887, -5.301448, 0.626584, -12.580151, 7.371792, -7.083602, -0.107714, -10.847090, 9.575174, 3.009858, -11.578945, 0.582619, 1.191582, -16.683957, 4.581358, 11.205582, -0.773192, -0.345319, 6.424914, -10.352540, 16.036036, -14.001116, -2.778957, 1.439784, 4.181967, 3.818986, 4.256665, -9.489537, -10.854589, -7.742078, -5.964924, -15.585223, 14.951838, -0.024759, 12.918271, 2.070845, 6.680923, -2.656807, -10.859158, 4.840188, -5.266643, 4.408567, -15.396270, 5.607599, 7.346946, 2.378524, 17.688635, -9.491127, -9.635927, -4.840505, 4.346766, 8.027288, 4.659573, 0.620067, 0.214233, -2.304392, -8.052139, -8.850450, 4.849504, -8.272684, -9.674719, 8.508932, 7.146961, 6.993020, 5.077050, 11.020617, 6.099304, -12.454708, -6.022388, -4.576655, -8.804964, -2.066708, 11.993544, -3.728653, 4.433788, -13.223462, 15.563190, 7.664122, -5.239104, -12.983220, -12.461382, 4.914183, 10.612038, 8.045850, -2.749833, 8.037855, -9.154109, 13.013228, 
58, -11.829155, -6.983425, 5.175464, 5.274522, -8.026754, 6.733287, -9.492856, 6.743564, -0.827574, -2.647460, 7.935130, 0.485944, -6.859305, -5.401778, 0.568953, -12.801044, 7.417148, -7.166371, -0.170231, -10.953155, 9.715036, 3.010000, -11.745669, 0.594193, 1.229021, -16.895014, 4.672516, 11.450362, -0.868608, -0.287101, 6.512562, -10.501587, 16.281726, -14.169754, -2.794011, 1.425489, 4.332252, 3.927731, 4.379398, -9.700354, -11.001748, -7.953144, -6.025531, -15.782603, 15.185319, 0.037525, 13.123095, 2.120612, 6.792762, -2.672698, -11.020113, 4.960294, -5.302360, 4.484209, -15.624706, 5.631518, 7.437518, 2.423025, 17.913259, -9.591029, -9.804898, -5.012156, 4.371415, 8.165883, 4.808983, 0.663899, 0.290364, -2.313255, -8.210402, -8.988292, 4.900149, -8.505397, -9.916023, 8.646644, 7.329987, 7.178213, 5.205976, 11.218317, 6.279150, -12.642521, -6.041101, -4.619576, -8.982077, -2.026908, 12.133639, -3.748782, 4.473580, -13.436401, 15.752873, 7.794919, -5.364588, -13.149423, -12.680092, 5.065824, 10.822149, 8.123503, -2.730669, 8.203920, -9.230030, 13.161283, 
59, -12.019432, -7.127567, 5.248231, 5.398868, -8.237762, 6.863310, -9.689353, 6.845887, -0.770900, -2.619567, 8.001892, 0.453858, -6.929723, -5.502109, 0.511322, -13.021937, 7.462504, -7.249140, -0.232747, -11.059219, 9.854899, 3.010142, -11.912394, 0.605768, 1.266460, -17.106070, 4.763674, 11.695143, -0.964023, -0.228883, 6.600209, -10.650635, 16.527417, -14.338392, -2.809064, 1.411194, 4.482538, 4.036477, 4.502131, -9.911170, -11.148906, -8.164209, -6.086137, -15.979983, 15.418800, 0.099808, 13.327919, 2.170379, 6.904602, -2.688589, -11.181068, 5.080400, -5.338076, 4.559852, -15.853141, 5.655436, 7.528090, 2.467527, 18.137882, -9.690932, -9.973869, -5.183806, 4.396065, 8.304478, 4.958393, 0.707732, 0.366494, -2.322118, -8.368665, -9.126133, 4.950794, -8.738110, -10.157327, 8.784357, 7.513013, 7.363407, 5.334902, 11.416018, 6.458997, -12.830333, -6.059814, -4.662497, -9.159190, -1.987107, 12.273735, -3.768911, 4.513371, -13.649340, 15.942555, 7.925715, -5.490073, -13.315626, -12.898802, 5.217465, 11.032260, 8.201155, -2.711505, 8.369985, -9.305951, 13.309338, 
60, -12.209710, -7.271709, 5.320999, 5.523213, -8.448770, 6.993333, -9.885849, 6.948211, -0.714226, -2.591675, 8.068654, 0.421771, -7.000141, -5.602439, 0.453691, -13.242830, 7.507860, -7.331910, -0.295264, -11.165284, 9.994761, 3.010283, -12.079119, 0.617343, 1.303899, -17.317127, 4.854832, 11.939923, -1.059439, -0.170665, 6.687856, -10.799683, 16.773107, -14.507030, -2.824118, 1.396898, 4.632824, 4.145222, 4.624864, -10.121986, -11.296064, -8.375275, -6.146744, -16.177364, 15.652282, 0.162092, 13.532743, 2.220147, 7.016441, -2.704480, -11.342023, 5.200506, -5.373793, 4.635494, -16.081577, 5.679355, 7.618661, 2.512028, 18.362505, -9.790835, -10.142840, -5.355457, 4.420715, 8.443073, 5.107803, 0.751564, 0.442624, -2.330980, -8.526928, -9.263975, 5.001439, -8.970822, -10.398631, 8.922069, 7.696039, 7.548600, 5.463828, 11.613719, 6.638843, -13.018146, -6.078527, -4.705418, -9.336304, -1.947306, 12.413830, -3.789040, 4.553162, -13.862279, 16.132237, 8.056512, -5.615557, -13.481829, -13.117512, 5.369106, 11.242372, 8.278808, -2.692342, 8.536050, -9.381872, 13.457393, 
61, -12.399987, -7.415851, 5.393766, 5.647558, -8.659778, 7.123356, -10.082346, 7.050534, -0.657552, -2.563783, 8.135415, 0.389684, -7.070559, -5.702769, 0.396060, -13.463724, 7.553216, -7.414679, -0.357780, -11.271349, 10.134623, 3.010425, -12.245844, 0.628917, 1.341338, -17.528183, 4.945990, 12.184704, -1.154854, -0.112447, 6.775503, -10.948730, 17.018798, -14.675668, -2.839171, 1.382603, 4.783109, 4.253968, 4.747597, -10.332803, -11.443223, -8.586340, -6.207351, -16.374744, 15.885763, 0.224376, 13.737567, 2.269914, 7.128280, -2.720371, -11.502978, 5.320612, -5.409510, 4.711136, -16.310013, 5.703274, 7.709233, 2.556530, 18.587128, -9.890738, -10.311811, -5.527108, 4.445365, 8.581668, 5.257212, 0.795397, 0.518755, -2.339843, -8.685191, -9.401817, 5.052084, -9.203535, -10.639936, 9.059782, 7.879065, 7.733794, 5.592754, 11.811420, 6.818690, -13.205958, -6.097239, -4.748339, -9.513417, -1.907505, 12.553925, -3.809170, 4.592954, -14.075217, 16.321920, 8.187309, -5.741042, -13.648032, -13.336222, 5.520747, 11.452483, 8.356460, -2.673178, 8.702115, -9.457793, 13.605448, 
62, -12.590265, -7.559993, 5.466534, 5.771903, -8.870786, 7.253379, -10.278843, 7.152858, -0.600877, -2.535890, 8.202177, 0.357597, -7.140977, -5.803099, 0.338430, -13.684617, 7.598572, -7.497448, -0.420297, -11.377413, 10.274485, 3.010566, -12.412568, 0.640492, 1.378777, -17.739240, 5.037148, 12.429484, -1.250270, -0.054228, 6.863150, -11.097778, 17.264488, -14.844307, -2.854225, 1.368308, 4.933395, 4.362713, 4.870330, -10.543619, -11.590381, -8.797406, -6.267958, -16.572124, 16.119244, 0.286660, 13.942390, 2.319681, 7.240120, -2.736262, -11.663933, 5.440718, -5.445227, 4.786779, -16.538449, 5.727192, 7.799805, 2.601031, 18.811751, -9.990640, -10.480782, -5.698759, 4.470015, 8.720262, 5.406622, 0.839230, 0.594885, -2.348706, -8.843453, -9.539658, 5.102729, -9.436248, -10.881240, 9.197494, 8.062091, 7.918987, 5.721679, 12.009121, 6.998536, -13.393770, -6.115952, -4.791259, -9.690530, -1.867704, 12.694021, -3.829299, 4.632745, -14.288156, 16.511602, 8.318106, -5.866526, -13.814234, -13.554932, 5.672387, 11.662595, 8.434113, -2.654014, 8.868180, -9.533714, 13.753503, 
63, -12.780542, -7.704135, 5.539301, 5.896249, -9.081793, 7.383402, -10.475339, 7.255181, -0.544203, -2.507998, 8.268939, 0.325510, -7.211395, -5.903430, 0.280799, -13.905510, 7.643928, -7.580217, -0.482813, -11.483478, 10.414347, 3.010708, -12.579293, 0.652066, 1.416215, -17.950297, 5.128306, 12.674264, -1.345685, 0.003990, 6.950797, -11.246825, 17.510179, -15.012945, -2.869278, 1.354013, 5.083680, 4.471458, 4.993063, -10.754436, -11.737539, -9.008472, -6.328565, -16.769504, 16.352725, 0.348943, 14.147214, 2.369448, 7.351959, -2.752153, -11.824888, 5.560824, -5.480944, 4.862421, -16.766884, 5.751111, 7.890377, 2.645532, 19.036374, -10.090543, -10.649753, -5.870409, 4.494665, 8.858857, 5.556032, 0.883062, 0.671015, -2.357569, -9.001716, -9.677500, 5.153375, -9.668961, -11.122544, 9.335207, 8.245117, 8.104181, 5.850605, 12.206822, 7.178382, -13.581583, -6.134665, -4.834180, -9.867644, -1.827904, 12.834116, -3.849428, 4.672537, -14.501095, 16.701284, 8.448902, -5.992011, -13.980437, -13.773642, 5.824028, 11.872706, 8.511765, -2.634851, 9.034245, -9.609635, 13.901558, 
64, -12.970820, -7.848277, 5.612068, 6.020594, -9.292801, 7.513425, -10.671836, 7.357505, -0.487529, -2.480106, 8.335701, 0.293423, -7.281812, -6.003760, 0.223168, -14.126403, 7.689284, -7.662987, -0.545329, -11.589542, 10.554209, 3.010850, -12.746018, 0.663641, 1.453654, -18.161353, 5.219464, 12.919045, -1.441101, 0.062208, 7.038444, -11.395873, 17.755869, -15.181583, -2.884332, 1.339717, 5.233966, 4.580204, 5.115796, -10.965252, -11.884697, -9.219537, -6.389172, -16.966884, 16.586207, 0.411227, 14.352038, 2.419215, 7.463798, -2.768044, -11.985842, 5.680930, -5.516661, 4.938064, -16.995320, 5.775029, 7.980949, 2.690034, 19.260997, -10.190446, -10.818724, -6.042060, 4.519315, 8.997452, 5.705442, 0.926895, 0.747146, -2.366431, -9.159979, -9.815341, 5.204020, -9.901674, -11.363848, 9.472919, 8.428143, 8.289374, 5.979531, 12.404523, 7.358229, -13.769395, -6.153378, -4.877101, -10.044757, -1.788103, 12.974211, -3.869557, 4.712328, -14.714034, 16.890967, 8.579699, -6.117496, -14.146640, -13.992352, 5.975669, 12.082818, 8.589417, -2.615687, 9.200309, -9.685556, 14.049613, 
